code|code_type|name|latitude|longitude
SIG|iata|San Juan|18.4568|-66.0981
SIN|iata|Singapore Changi Apt|1.3592|103.9894
SIO|iata|SMITHTON|-40.8367|145.0825
SIP|iata|Simferopol|45.0386|33.9831
SIQ|iata|SINGKEP|-0.4786|104.5775
SIR|iata|SION|46.2192|7.3269
SIS|iata|SISHEN|-27.65|23.0
SIT|iata|Sitka|57.0472|-135.3617
SJA|iata|SAN JUAN DE MARCONA|-15.35|-75.15
SJC|iata|San Jose Norman Y. Mineta Intl|37.3627|-121.9291
SJD|iata|San Jose Cabo|23.1521|-109.7207
SJE|iata|San Jose del Guaviare|2.5786|-72.6394
SJI|iata|San Jose|12.3597|121.045
SJJ|iata|Sarajevo|43.8246|18.3315
SJK|iata|Sao Jose Dos Campos|-23.2278|-45.8694
SJL|iata|Sao Gabriel|-0.1481|-66.985
SJN|iata|ST JOHNS INDUSTRIAL AIR PARK|34.5186|-109.3788
SJO|iata|San Jose Juan Santamaria Apt|9.9939|-84.2089
SJP|iata|Sao Jose Do Rio Preto|-20.8161|-49.4047
SJT|iata|San Angelo Mathis Field|31.3577|-100.4963
SJU|iata|San Juan Luis Munoz Marin Intl Apt|18.4393|-66.0018
SJW|iata|Shijiazhuang|38.2783|114.6983
SJY|iata|SEINAJOKI|62.6936|22.8319
SJZ|iata|Sao Jorge Island|38.6655|-28.1758
SKA|iata|FAIRCHILD AFB|47.6151|-117.6558
SKB|iata|St Kitts|17.3111|-62.7186
SKC|iata|Suki|-8.033|141.717
SKD|iata|Samarkand|39.7|66.985
SKE|iata|Skien|59.185|9.5672
SKF|iata|LACKLAND AFB (KELLY FLD ANNEX)|29.3842|-98.5811
SKG|iata|Thessaloniki|40.5194|22.9736
SKH|iata|Surkhet|28.586|81.636
SKK|iata|Shaktoolik|64.3711|-161.224
SKN|iata|Stokmarknes|68.5808|15.0261
SKO|iata|Sokoto|12.9158|5.2069
SKP|iata|Skopje|41.9616|21.6214
SKS|iata|VOJENS/SKRYDSTRUP|55.2256|9.2639
SKT|iata|Sialkot|32.517|74.517
SKU|iata|Skyros|38.9683|24.4881
SKV|iata|ST.CATHERINE|28.6853|34.0625
SKX|iata|Saransk|54.1667|45.1667
SKZ|iata|Sukkur|27.722|68.7914
SLA|iata|Salta|-24.86|-65.4767
SLC|iata|Salt Lake City|40.7884|-111.9778
SLD|iata|Sliac|48.6381|19.1342
SLE|iata|SALEM - MCNARY FIELD|44.9095|-123.0025
SLH|iata|Sola|-13.8517|167.5369
SLI|iata|Solwezi|-12.1667|26.3667
SLK|iata|Saranac Lake|44.3853|-74.2062
SLL|iata|Salalah|17.0387|54.0913
SLM|iata|Salamanca|40.9521|-5.502
SLN|iata|Salina|38.791|-97.6522
SLO|iata|SALEM-LECKRONE AIRPORT|38.6429|-88.9642
SLP|iata|San Luis Potosi|22.2543|-100.9308
SLQ|iata|Sleetmute|61.7005|-157.1659
SLU|iata|St Lucia George F.L. Charles Apt|14.02|-60.9931
SLV|iata|SHIMLA|31.0778|77.0728
SLW|iata|Saltillo|25.5498|-100.9284
SLX|iata|Salt Cay|21.333|-71.2
SLY|iata|Salekhard|66.59|66.61
SLZ|iata|Sao Luiz|-2.5869|-44.2361
SMA|iata|Santa Maria Island|36.9739|-25.1711
SMB|iata|CERRO SOMBRERO/FRANCO BIANCO|-52.75|-69.35
SME|iata|Somerset|37.0536|-84.6156
SMF|iata|Sacramento International Apt|38.6954|-121.5908
SMI|iata|Samos|37.6903|26.9128
SMK|iata|St Michael|63.4901|-162.1104
SML|iata|Stella Maris|23.5814|-75.2705
SMN|iata|SALMON - LEMHI COUNTY|45.1238|-113.8813
SMO|iata|SANTA MONICA MUNI|34.0158|-118.4512
SMQ|iata|Sampit|-2.4992|112.975
SMR|iata|Santa Marta|11.1197|-74.2308
SMS|iata|Ste Marie|-17.0833|49.8167
SMV|iata|SAMEDAN|46.5344|9.8839
SMX|iata|Santa Maria|34.8989|-120.4574
SNA|iata|Santa Ana John Wayne Apt|33.6756|-117.8682
SNB|iata|SNAKE BAY|-11.4197|130.6472
SNC|iata|SALINAS/GNRAL.ULPIANO PAEZ|-2.2078|-80.9858
SNDT|icao|Diamantina (SNDT)|-18.2333|-43.6511
SNE|iata|Sao Nicolau Island|16.5881|-24.2839
SNF|iata|SAN FELIPE|10.2833|-68.7333
SNG|iata|SAN IGNACIO DE VELASCO|-16.3836|-60.9628
SNH|iata|STANTHORPE|-28.62|151.99
SNN|iata|Shannon|52.702|-8.9248
SNO|iata|Sakon Nakhon|17.1953|104.1186
SNP|iata|St Paul Island|57.1673|-170.2204
SNR|iata|St-Nazaire|47.3106|-2.1567
SNS|iata|SALINAS MUNI AIRPORT|36.6628|-121.6064
SNU|iata|Santa Clara|22.4922|-79.9436
SNW|iata|Thandwe|18.4576|94.2978
SNY|iata|SIDNEY MUNI/LLOYD W. CARR FLD|41.1013|-102.9853
SNZ|iata|RIO DE JANEIRO/SANTA CRUZ|-22.9283|-43.7217
SOB|iata|Balaton|46.6863|17.159
SOC|iata|Solo City|-7.5181|110.755
SOD|iata|SOROCABA|-23.4825|-47.4858
SOF|iata|Sofia|42.695|23.4083
SOG|iata|Sogndal|61.1561|7.1378
SOJ|iata|Sorkjosen|69.7901|20.9549
SOM|iata|San Tome|8.9451|-64.1511
SON|iata|Espiritu Santo|-15.5058|167.2214
SOO|iata|SODERHAMN|61.2614|17.0983
SOP|iata|PINEHURST S.P.MOORE COUNTY|35.2374|-79.3912
SOQ|iata|Sorong|-0.9256|131.1217
SOT|iata|SODANKYLA|67.3967|26.6181
SOU|iata|Southampton|50.9503|-1.3568
SOV|iata|Seldovia|59.4424|-151.7041
SOW|iata|Show Low|34.2655|-110.0057
SOX|iata|SOGAMOSO/A. LLERAS CAMARGO|5.6756|-72.9705
SOY|iata|Stronsay|59.1581|-2.6414
SOZ|iata|SOLENZARA|41.9264|9.4053
SPB|iata|St Thomas SPB|18.3386|-64.9407
SPC|iata|Santa Cruz de la Palma|28.6265|-17.7556
SPD|iata|Saidpur|25.7604|88.9085
SPI|iata|Springfield|39.844|-89.6778
SPK|iata|CHITOSE|42.7944|141.6664
SPM|iata|SPANGDAHLEM|49.9765|6.6987
SPN|iata|Saipan|15.119|145.7294
SPP|iata|Menongue|-14.65|17.6833
SPR|iata|San Pedro|17.9139|-87.9711
SPS|iata|Wichita Falls Sheppard AFB|33.9888|-98.4919
SPU|iata|Split|43.5389|16.298
SQG|iata|Sintang|0.0636|111.4734
SQH|iata|NASAN|21.2146|104.0352
SQO|iata|STORUMAN|64.9608|17.6967
SQQ|iata|SIAULIAI|55.8939|23.395
SQZ|iata|SCAMPTON|53.3078|-0.5508
SRA|iata|Santa Rosa|-27.9067|-54.5204
SRC|iata|SAN LUIS/VALLE DEL CONLARA|-32.3844|-65.1858
SRE|iata|Sucre|-19.0108|-65.2928
SRG|iata|Semarang|-6.9764|110.3772
SRH|iata|SARH|9.1511|18.3794
SRI|iata|Samarinda|-0.5|117.15
SRJ|iata|San Borja|-14.867|-66.75
SRK|iata|Siorapaluk|77.7833|-70.7667
SRM|iata|NIZHNY NOVGOROD/SORMOVO|56.3183|43.795
SRN|iata|STRAHAN|-42.1575|145.2897
SRP|iata|Stord|59.7928|5.3397
SRQ|iata|Sarasota/Bradenton|27.3954|-82.5543
SRT|iata|SOROTI|1.7223|33.6187
SRV|iata|Stony River|61.7897|-156.5885
SRX|iata|Sirte|31.0617|16.5917
SRY|iata|Sari|36.6358|53.1936
SRZ|iata|Santa Cruz El Trompillo Apt|-17.8006|-63.1772
SSA|iata|Salvador|-12.9086|-38.3225
SSB|iata|St Croix SPB|17.7472|-64.7049
SSC|iata|SHAW AFB|33.9728|-80.4706
SSE|iata|Sholapur|17.628|75.9348
SSG|iata|Malabo|3.7553|8.7087
SSH|iata|Sharm el-Sheikh|27.9786|34.3933
SSI|iata|BRUNSWICK/MC KINNON|31.1518|-81.3913
SSJ|iata|Sandnessjoen|65.9597|12.4722
SSN|iata|SEOUL DOMESTIC|37.4456|127.1131
SSO|iata|SAO LOURENCO|-22.0911|-45.0467
SSR|iata|Sara|-15.4708|168.1522
SST|iata|SANTA TERESITA|-36.55|-56.6833
SSX|iata|Samsun|41.27|36.3
SSY|iata|M'banza Congo|-6.2699|14.247
SSZ|iata|GUARUJA/BASE AEREA|-23.9275|-46.2992
STA|iata|STAUNING|55.9901|8.3539
STC|iata|St Cloud Municipal Apt|45.5466|-94.0599
STD|iata|Santo Domingo|7.5683|-72.0283
STG|iata|St George Island|56.5774|-169.6637
STI|iata|Santiago|19.4088|-70.6169
STJ|iata|ST JOSEPH - ROSECRANS MEMORIAL|39.7719|-94.9097
STL|iata|St Louis Lambert Intl Apt|38.7487|-90.37
STM|iata|Santarem|-2.4247|-54.7858
STN|iata|London Stansted Apt|51.885|0.235
STP|iata|ST. PAUL/DOWNTOWN HOLMAN FIELD|44.9344|-93.06
STR|iata|Stuttgart Airport|48.6899|9.222
STS|iata|Santa Rosa|38.509|-122.8129
STT|iata|St Thomas Cyril E King Apt|18.3373|-64.9733
STV|iata|Surat|21.1141|72.7418
STW|iata|Stavropol|45.1083|42.1133
STX|iata|St Croix Henry E. Rohlsen Apt|17.7018|-64.7985
STY|iata|SALTO/INTL|-31.4347|-57.9842
STZ|iata|Confresa Airport|-10.3002|-50.45
SUB|iata|Surabaya|-7.3806|112.7861
SUF|iata|Lamezia Terme|38.9083|16.2417
SUG|iata|Surigao|9.7819|125.4917
SUJ|iata|Satu Mare|47.7034|22.8856
SUL|iata|Sui|28.6451|69.1769
SUN|iata|Sun Valley Friedman Memorial Apt|43.5044|-114.2962
SUR|iata|Summer Beaver|52.7086|-88.5419
SUS|iata|ST. LOUIS/SPIRIT OF ST LOUIS|38.6617|-90.6511
SUU|iata|FAIRFIELD/TRAVIS AFB|38.2633|-121.925
SUV|iata|Suva|-18.0447|178.5631
SUX|iata|Sioux City|42.4026|-96.3844
SVA|iata|Savoonga|63.6864|-170.4926
SVB|iata|Sambava|-14.2786|50.1747
SVC|iata|Silver City|32.6365|-108.1564
SVD|iata|St Vincent|13.1444|-61.2108
SVF|iata|SAVE|8.0167|2.45
SVG|iata|Stavanger|58.8768|5.6378
SVI|iata|San Vicente del Caguan|2.15|-74.7667
SVJ|iata|Svolvaer|68.2433|14.6692
SVL|iata|Savonlinna|61.9428|28.945
SVN|iata|HUNTER AAF AIRPORT/SAVANNAH|32.01|-81.1457
SVO|iata|Moscow Sheremetyevo International Apt|55.9717|37.415
SVP|iata|Kuito|-12.4046|16.9474
SVQ|iata|Sevilla|37.4179|-5.8989
SVR|iata|Savissivik|76.0208|-65.0833
SVS|iata|Stevens Village|66.0171|-149.0544
SVU|iata|Savusavu|-16.8028|179.3406
SVX|iata|Yekaterinburg|56.7433|60.805
SVZ|iata|SAN ANTONIO DEL TACHIRA|7.8667|-72.45
SWA|iata|Shantou|23.4397|116.7697
SWE|iata|Siwea|-6.283|147.567
SWF|iata|Newburgh|41.5041|-74.1048
SWH|iata|SWAN HILL|-35.3772|143.5322
SWJ|iata|South West Bay|-16.495|167.438
SWOB|icao|Fonte Boa (SWOB)|-2.5336|-66.0672
SWP|iata|SWAKOPMUND|-22.6583|14.5667
SWS|iata|SWANSEA|51.6053|-4.0678
SWTP|icao|Tapuruquara/Santa Isabel do Rio Negro (SWTP)|-0.4169|-65.0338
SWX|iata|SHAKAWE|-18.3667|21.8167
SWY|iata|SITIAWAN|4.2167|100.7
SXB|iata|Strasbourg|48.5419|7.6344
SXE|iata|EAST SALE|-38.0983|147.15
SXF|iata|Berlin Schoenefeld Apt|52.3785|13.5206
SXI|iata|Sirri Island|25.9083|54.5417
SXK|iata|Saumlaki|-7.9886|131.3061
SXL|iata|SLIGO|54.2802|-8.5992
SXM|iata|St Maarten|18.0408|-63.1095
SXN|iata|SUA PAN|-20.55|26.1
SXO|iata|SAO FELIX DO ARAGUAIA/RONCADOR|-12.1569|-52.2719
SXP|iata|Sheldon Point|62.5206|-164.8478
SXR|iata|Srinagar|33.9833|74.7833
SXV|iata|Salem|11.7833|78.0656
SXX|iata|SAO FELIX DO XINGU|-6.64|-51.9894
SXZ|iata|SIIRT|37.9781|41.8392
SYA|iata|SHEMYA/EARECKSON AFS|52.7123|174.1137
SYB|iata|Seal Bay|58.1667|-152.5
SYD|iata|Sydney Kingsford Smith Apt|-33.9467|151.1767
SYJ|iata|Sirjan|29.5511|55.6717
SYM|iata|Simao|22.7933|100.9594
SYO|iata|Shonai|38.8123|139.7872
SYQ|iata|San Jose Tobias Bolanos Apt|9.9572|-84.1428
SYR|iata|Syracuse|43.1112|-76.1063
SYT|iata|SAINT-YAN|46.4064|4.0211
SYU|iata|Warraber Island|-10.2075|142.8239
SYW|iata|SEHWAN SHARIF|26.4733|67.7172
SYX|iata|Sanya|18.3017|109.4133
SYY|iata|Stornoway|58.2139|-6.3308
SYZ|iata|Shiraz|29.5403|52.5886
SZA|iata|Soyo|-6.1411|12.3718
SZB|iata|Kuala Lumpur Sultan Abdul Aziz Shah Apt|3.1311|101.5481
SZD|iata|SHEFFIELD CITY|53.3943|-1.3885
SZF|iata|Carsamba|41.2656|36.5486
SZG|iata|Salzburg|47.7944|13.0033
SZI|iata|Zaysan|47.4865|84.8874
SZJ|iata|ISLA DE JUVENTUD/SIGUANEA|21.6333|-82.95
SZK|iata|SKUKUZA|-24.9667|31.6
SZT|iata|SAN CRISTOBAL DE LAS CASAS|16.6904|-92.5303
SZW|iata|SCHWERIN-PARCHIM|53.4269|11.7833
SZX|iata|Shenzhen|22.6383|113.8117
SZY|iata|SZYMANY SZCZYTNO|53.4819|20.9377
SZZ|iata|Szczecin|53.5847|14.9022
TAB|iata|Tobago|11.1497|-60.8322
TAC|iata|Tacloban|11.2276|125.0278
TAE|iata|Daegu|35.8939|128.6589
TAG|iata|Tagbilaran|9.6656|123.8522
TAH|iata|Tanna|-19.455|169.2233
TAI|iata|Taizz|13.6861|44.1389
TAJ|iata|Aitape|-3.183|142.417
TAK|iata|Takamatsu|34.2141|134.0158
TAL|iata|Tanana|65.1743|-152.1093
TAM|iata|Tampico|22.2898|-97.8644
TAO|iata|Qingdao|36.265|120.375
TAP|iata|Tapachula|14.7944|-92.37
TAR|iata|TARANTO/GROTTAGLIE|40.5183|17.4006
TAS|iata|Tashkent|41.2573|69.2817
TAT|iata|POPRAD/TATRY|49.0736|20.2411
TAY|iata|Tartu|58.3075|26.6906
TAZ|iata|DASHOGUZ|41.7611|59.8267
TBB|iata|Tuyhoa|13.0391|109.3345
TBG|iata|Tabubil|-5.2786|141.2258
TBH|iata|Tablas|12.3106|122.0747
TBI|iata|The Bight|24.3|-75.45
TBJ|iata|TABARKA|36.98|8.8769
TBN|iata|Fort Leonard Wood|37.7416|-92.1407
TBO|iata|TABORA|-5.0833|32.8333
TBP|iata|Tumbes|-3.5494|-80.3781
TBS|iata|Tbilisi|41.6692|44.9547
TBT|iata|Tabatinga|-4.2506|-69.9378
TBU|iata|Nuku'Alofa|-21.2411|-175.1397
TBW|iata|Tambov|52.8061|41.4828
TBY|iata|TSHABONG|-26.0667|22.4667
TBZ|iata|Tabriz|38.1339|46.235
TCA|iata|TENNANT CREEK|-19.635|134.1833
TCB|iata|Treasure Cay|26.7453|-77.3913
TCC|iata|TUCUMCARI|35.1828|-103.6032
TCD|iata|Tarapaca|-2.867|-69.733
TCE|iata|TULCEA/CATALOI|45.0629|28.7144
TCG|iata|Tacheng|46.6725|83.3408
TCH|iata|Tchibanga|-2.85|11.017
TCL|iata|TUSCALOOSA REGIONAL AIRPORT|33.2206|-87.6114
TCM|iata|TACOMA MCCHORD AFB|47.1377|-122.4765
TCO|iata|Tumaco|1.8142|-78.7494
TCP|iata|Taba|29.5879|34.7782
TCQ|iata|Tacna|-18.0532|-70.2757
TCR|iata|Tuticorin|8.7833|78.1333
TCS|iata|TRUTH OR CONSEQUENCES MUNI|33.2369|-107.2718
TCT|iata|Takotna|62.9927|-156.0682
TCV|iata|TETE CHINGODZI|-16.0833|33.6333
TCW|iata|TOCUMWAL|-35.8117|145.6083
TCX|iata|Tabas|33.6678|56.8925
TCZ|iata|Tengchong|25.03|98.48
TDD|iata|Trinidad|-14.8183|-64.9133
TDF|iata|ROXBORO - PERSON COUNTY|36.2849|-78.9842
TDG|iata|TANDAG|9.0667|126.1667
TDK|iata|TALDYKORGAN|45.1222|78.4433
TDL|iata|TANDIL|-37.2367|-59.23
TDX|iata|Trat|12.2681|102.3167
TEB|iata|TETERBORO|40.8501|-74.0608
TEC|iata|TELEMACO BORBA|-24.3158|-50.6517
TED|iata|THISTED|57.0688|8.7052
TEE|iata|Tebessa|35.4325|8.1256
TEF|iata|TELFER|-21.7164|122.2275
TEM|iata|TEMORA|-34.4228|147.5106
TEN|iata|Tongren|27.884|109.31
TEQ|iata|Tekirdag|41.1322|27.9161
TER|iata|Terceira|38.7646|-27.0908
TET|iata|Tete|-16.1|33.6333
TEU|iata|MANAPOURI|-45.5331|167.65
TEX|iata|Telluride|37.9564|-107.9142
TEZ|iata|Tezpur|26.7091|92.7847
TFF|iata|Tefe|-3.3803|-64.7308
TFI|iata|Tufi|-9.067|149.317
TFL|iata|TEOFILO OTONI/J.KUBITSCHECK|-17.8908|-41.515
TFN|iata|Tenerife Norte|28.4827|-16.3415
TFR|iata|ORAN/TAFARAOUI|35.5424|-0.5323
TFS|iata|Tenerife Sur Apt|28.0445|-16.5725
TGA|iata|TENGAH|1.3875|103.7081
TGC|iata|Tanjung Manis|2.1778|111.2022
TGD|iata|Podgorica|42.3594|19.2519
TGG|iata|Kuala Terengganu|5.3814|103.1047
TGH|iata|Tongoa|-16.8911|168.5514
TGI|iata|TINGO MARIA|-9.3|-76.0167
TGJ|iata|Tiga|-21.0961|167.8039
TGK|iata|Taganrog|47.1981|38.8489
TGM|iata|Tirgu Mures|46.4677|24.4125
TGO|iata|Tongliao|43.5567|122.1997
TGP|iata|Bor|61.59|89.9733
TGR|iata|Touggourt|33.06|6.0872
TGT|iata|TANGA|-5.1|39.0667
TGU|iata|Tegucigalpa|14.0614|-87.2172
TGZ|iata|Tuxtla Gutierrez|16.5618|-93.0261
THD|iata|Thanh Hoe|19.8075|105.7764
THE|iata|Teresina|-5.0606|-42.8244
THF|iata|BERLIN-TEMPELHOF|52.4736|13.4016
THG|iata|THANGOOL|-24.4939|150.5761
THK|iata|THAKHEK|17.3969|104.8067
THL|iata|Tachilek|20.4828|99.9343
THN|iata|TROLLHATTAN-VANERSBORG|58.3181|12.345
THO|iata|THORSHOFN|66.2183|-15.3347
THQ|iata|Tianshui|34.583|105.75
THR|iata|Tehran Mehrabad International Airport|35.6889|51.3147
THS|iata|Sukhothai|17.2378|99.8183
THU|iata|Pituffik|76.5312|-68.7032
THX|iata|Turukhansk|65.7997|87.9298
THZ|iata|TAHOUA|14.8667|5.2667
TIA|iata|Tirana|41.4147|19.7206
TID|iata|TIARET|35.3414|1.4669
TIF|iata|Taif|21.4833|40.5444
TIH|iata|Tikehau|-15.1194|-148.235
TII|iata|Tarin Kot|32.6|65.864
TIJ|iata|Tijuana|32.5414|-116.9717
TIK|iata|Oklahoma City Tinker AFB|35.4147|-97.3867
TIM|iata|Tembagapura|-4.5314|136.8883
TIN|iata|Tindouf|27.7004|-8.1671
TIP|iata|Tripoli|32.6694|13.1567
TIQ|iata|TINIAN INTL|14.9992|145.6194
TIR|iata|Tirupati|13.6331|79.5418
TIS|iata|Thursday Island|-10.5864|142.29
TIU|iata|Timaru|-44.3033|171.225
TIV|iata|Tivat|42.4047|18.7233
TIW|iata|TACOMA NARROWS|47.2679|-122.5781
TIX|iata|TITUSVILLE/SPACECOAST REGIONAL|28.5148|-80.7992
TIZ|iata|Tari|-5.845|142.948
TJA|iata|Tarija|-21.5511|-64.7083
TJH|iata|TAJIMA|35.5129|134.7869
TJK|iata|TOKAT|40.3125|36.3739
TJM|iata|Tyumen|57.1683|65.3167
TJN|iata|Takume|-15.857|-142.267
TJQ|iata|Tanjung Pandan|-2.745|107.7531
TJU|iata|Kulyab|37.98|69.8
TKA|iata|TALKEETNA|62.3205|-150.0937
TKD|iata|Takoradi|4.8917|-1.7667
TKE|iata|Tenakee|57.7797|-135.2184
TKF|iata|TRUCKEE-TAHOE|39.32|-120.1396
TKG|iata|Bandar Lampung|-5.2419|105.1756
TKH|iata|NAKHON SAWAN/TAKHLI|15.2783|100.3
TKJ|iata|Tok|63.2955|-143.0061
TKK|iata|Truk|7.4619|151.843
TKN|iata|TOKUNOSHIMA|27.8364|128.8813
TKP|iata|Takapoto|-14.71|-145.2478
TKQ|iata|Kigoma|-4.8851|29.6702
TKR|iata|THAKURGAON|26.0|88.3833
TKS|iata|Tokushima|34.133|134.6059
TKT|iata|TAK/TAK|16.8961|99.2536
TKU|iata|Turku|60.5147|22.2617
TKV|iata|Tatakoto|-17.3553|-138.445
TKX|iata|Takaroa|-14.4667|-145.0333
TLA|iata|Teller|65.2404|-166.3393
TLC|iata|Mexico City Toluca Airport|19.3371|-99.566
TLE|iata|Toliara|-23.3894|43.7256
TLH|iata|Tallahassee|30.3965|-84.3503
TLJ|iata|Tatalina|62.9012|-155.9935
TLL|iata|Tallinn|59.4133|24.8325
TLM|iata|Tlemcen|35.0125|-1.4486
TLN|iata|Toulon/Hyeres|43.0972|6.1461
TLQ|iata|ALI BASE|30.9358|46.0901
TLS|iata|Toulouse|43.635|1.3678
TLT|iata|Tuluksak|61.0968|-160.9695
TLV|iata|Tel Aviv-Yafo Ben Gurion International|32.0106|34.8772
TLX|iata|TALCA/PANGUILEMO|-35.3744|-71.5981
TLY|iata|Plastun|44.81|136.29
TMB|iata|MIAMI/KENDALL TAMIAMI EXEC ARP|25.6478|-80.4328
TMC|iata|Tambolaka|-9.4097|119.2445
TME|iata|Tame|6.4511|-71.76
TMI|iata|Tumlingtar|27.315|87.1933
TMJ|iata|Termez|37.2867|67.31
TML|iata|Tamale|9.5667|0.8667
TMM|iata|Toamasina|-18.1158|49.3933
TMO|iata|TUMEREMO|7.25|-61.4333
TMP|iata|Tampere|61.4153|23.5878
TMR|iata|Tamanrasset|22.8111|5.4508
TMS|iata|Sao Tome|0.3792|6.7169
TMT|iata|Trombetas|-1.4896|-56.3968
TMU|iata|Tambor|9.733|-85.0
TMW|iata|Tamworth|-31.0833|150.8467
TMX|iata|TIMIMOUN|29.2411|0.2836
TNA|iata|Jinan|36.855|117.2167
TNC|iata|Tin City|65.5632|-167.9217
TND|iata|TRINIDAD/ALBERTO DELGADO|21.7883|-79.9972
TNE|iata|NEW TANEGASHIMA|30.605|130.9917
TNF|iata|TOUSSUS/LE NOBLE|48.7497|2.1111
TNG|iata|Tangier|35.7317|-5.9211
TNJ|iata|Tanjung Pinang|0.9186|104.5272
TNK|iata|Tununak|60.5755|-165.2716
TNL|iata|TERNOPIL|49.5253|25.7006
TNM|iata|ISLA REY JORGE/TENIENTE R.M.M.|-62.1906|-58.9864
TNN|iata|Tainan|22.9528|120.2036
TNO|iata|Tamarindo|10.3557|-85.8529
TNR|iata|Antananarivo|-18.7965|47.4761
TNW|iata|Tena|-1.06|-77.581
TNZ|iata|Tosontsengel|48.7397|98.2753
TOA|iata|TORRANCE/ZAMPERINI FIELD|33.8034|-118.3396
TOB|iata|Tobruk|31.8613|23.907
TOD|iata|Tioman|2.8182|104.16
TOE|iata|Tozeur|33.9397|8.1106
TOF|iata|Tomsk|56.3833|85.2117
TOG|iata|Togiak|59.0536|-160.3969
TOH|iata|Torres|-13.328|166.638
TOJ|iata|MADRID/TORREJON|40.4967|-3.4459
TOL|iata|Toledo Express Apt|41.5868|-83.8078
TOM|iata|Tombouctou|16.7305|-3.0076
TOP|iata|TOPEKA - PHILIP BILLARD MUNI|39.0687|-95.6225
TOQ|iata|TOCOPILLA/BARRILES|-22.1389|-70.0667
TOS|iata|Tromso|69.6814|18.9178
TOU|iata|Touho|-20.79|165.2594
TOW|iata|TOLEDO|-24.6847|-53.6961
TOY|iata|Toyama|36.6483|137.1875
TPA|iata|Tampa International Apt|27.9755|-82.5332
TPC|iata|TARAPOA|-0.1228|-76.3378
TPE|iata|Taipei Taiwan Taoyuan International Apt|25.0802|121.2322
TPH|iata|TONOPAH|38.0601|-117.0872
TPI|iata|Tapini|-8.35|146.983
TPJ|iata|Taplejung|27.35|84.667
TPP|iata|Tarapoto|-6.5089|-76.3733
TPQ|iata|Tepic|21.4195|-104.8426
TPS|iata|Trapani|37.9122|12.4936
TQA|iata|Tasiussaq Heliport|73.3731|-56.0603
TQD|iata|AL TAQADDUM|33.3342|43.6028
TQI|iata|Tiniteqilaaq Heliport|65.88|-37.76
TQL|iata|Tarko-Sale|64.9225|77.785
TQR|iata|San Domino Island|42.1167|15.4833
TRA|iata|TARAMA|24.6539|124.6753
TRC|iata|Torreon|25.5683|-103.41
TRD|iata|Trondheim Vaernes Airport|63.4575|10.9242
TRE|iata|Tiree|56.4992|-6.8692
TRF|iata|Oslo Sandefjord-Torp Arpt|59.1867|10.2586
TRG|iata|Tauranga|-37.6739|176.1958
TRH|iata|TURUKHANSK|65.7667|87.8833
TRI|iata|Tri-Cities Regional|36.4751|-82.4073
TRK|iata|Tarakan|3.3267|117.5694
TRM|iata|JACQUELINE COCHRAN REGIONAL|33.6267|-116.1597
TRN|iata|Turin Caselle Airport|45.2025|7.6494
TRO|iata|Taree|-31.8911|152.5083
TRQ|iata|TARAUACA|-8.1572|-70.78
TRR|iata|TRINCOMALEE / CHINA-BAY|8.5397|81.1825
TRS|iata|Trieste|45.8275|13.4722
TRU|iata|Trujillo|-8.0848|-79.1095
TRV|iata|Thiruvananthapuram|8.4797|76.9197
TRW|iata|Tarawa|1.3783|173.15
TRZ|iata|Tiruchchirappalli|10.7658|78.7147
TSA|iata|Taipei Sung Shan Apt|25.0694|121.5517
TSE|iata|Astana|51.0222|71.4669
TSF|iata|Venice Treviso/Sant'Angelo Apt|45.6509|12.1979
TSH|iata|TSHIKAPA|-6.4|20.7833
TSJ|iata|Tsushima|34.2848|129.3305
TSL|iata|Tamuin|22.0383|-98.8065
TSN|iata|Tianjin|39.125|117.3489
TSO|iata|Tresco|49.9456|-6.3314
TSR|iata|Timisoara|45.8098|21.3379
TSS|iata|New York|40.7426|-73.9721
TST|iata|Trang|7.5086|99.6158
TSV|iata|Townsville|-19.2542|146.7642
TTA|iata|Tan Tan|28.4461|-11.1583
TTB|iata|TORTOLI/ARBATAX|39.9197|9.6842
TTD|iata|PORTLAND/TROUTDALE|45.5494|-122.4013
TTE|iata|Ternate|0.8308|127.38
TTG|iata|TARTAGAL/GRAL ENRIQUE MOSCONI|-22.6283|-63.8183
TTH|iata|THUMRAIT|17.666|54.0246
TTJ|iata|Tottori|35.5301|134.165
TTN|iata|Philadelphia Trenton-Mercer Apt|40.2767|-74.8136
TTQ|iata|Tortuquero|10.567|-83.517
TTR|iata|Tana Toraja|-3.0447|119.8215
TTT|iata|Taitung|22.7567|121.0933
TTU|iata|TETOUAN/S.RAMEL|35.5944|-5.32
TUA|iata|Tulcan|0.8094|-77.7081
TUB|iata|Tubuai|-23.3667|-149.5267
TUC|iata|Tucuman|-26.8408|-65.1047
TUD|iata|TAMBACOUNDA|13.7328|-13.6581
TUF|iata|Tours Val de Loire Airport|47.4319|0.7231
TUG|iata|Tuguegarao|17.64|121.7292
TUI|iata|Turaif|31.6927|38.7313
TUK|iata|Turbat|25.9864|63.0302
TUL|iata|Tulsa International Apt|36.1984|-95.8881
TUN|iata|Tunis|36.8511|10.2269
TUO|iata|Taupo|-38.7397|176.0844
TUP|iata|Tupelo|34.2681|-88.7699
TUR|iata|Tucurui|-3.7767|-49.7192
TUS|iata|Tucson International Apt|32.1161|-110.941
