code|code_type|name|latitude|longitude
ELD|iata|El Dorado|33.221|-92.8133
ELF|iata|El Fasher|13.6149|25.3246
ELG|iata|EL GOLEA|30.5689|2.8647
ELH|iata|North Eleuthera|25.4749|-76.6835
ELI|iata|Elim|64.615|-162.2705
ELM|iata|Elmira/Corning|42.1599|-76.8916
ELO|iata|ELY MUNI|47.825|-91.83
ELP|iata|El Paso International Apt|31.8067|-106.3778
ELQ|iata|Gassim|26.3028|43.7741
ELS|iata|East London|-33.0347|27.8222
ELT|iata|EL TOR|28.2089|33.6456
ELU|iata|El Oued|33.5131|6.7825
ELV|iata|Elfin Cove|58.1952|-136.3474
ELY|iata|ELY AIRPORT YELLAND FIELD|39.2997|-114.8418
EMA|iata|Nottingham East Midlands Airport|52.8311|-1.3281
EMD|iata|Emerald|-23.5675|148.1806
EME|iata|EMDEN|53.391|7.2256
EMK|iata|Emmonak|62.7861|-164.4907
EML|iata|EMMEN|47.0933|8.3067
EMP|iata|EMPORIA MUNI|38.3317|-96.1917
ENA|iata|Kenai|60.5731|-151.245
ENC|iata|NANCY/ESSEY|48.6922|6.2261
ENE|iata|Ende|-8.8493|121.6606
ENF|iata|ENONTEKIO|68.3644|23.4275
ENH|iata|Enshi|30.3203|109.485
ENI|iata|El Nido|11.202|119.417
ENK|iata|ENNISKILLEN/ST ANGELO|54.3989|-7.6517
ENL|iata|CENTRALIA MUNI|38.5151|-89.0911
ENN|iata|NENANA|64.5473|-149.074
ENO|iata|MARIANO MORENO|-34.5631|-58.7903
ENQ|iata|CORONEL ENRIQUE SOTO CANO AB|14.3817|-87.6217
ENS|iata|ENSCHEDE/TWENTHE|52.2758|6.8892
ENT|iata|ENEWETAK AUX AAF|11.34|162.3283
ENU|iata|Enugu|5.4672|7.5589
ENV|iata|WENDOVER|40.7186|-114.0308
ENY|iata|Yan'an|36.6369|109.5539
EOH|iata|Medellin Enrique Olaya Herrerra Apt|6.2203|-75.5906
EOI|iata|Eday|59.1914|-2.7739
EOR|iata|EL DORADO|6.7333|-61.5833
EOZ|iata|Elorza|7.0597|-69.4967
EPH|iata|EPHRATA MUNI|47.3075|-119.5158
EPL|iata|Epinal|48.325|6.0667
EPR|iata|Esperance|-33.6858|121.8211
EPU|iata|P�rnu|58.419|24.4728
EQS|iata|Esquel|-42.9333|-71.1442
ERC|iata|Erzincan|39.7131|39.5206
ERF|iata|Erfurt|50.9797|10.9581
ERH|iata|ERRACHIDIA MOULAY ALI CHERIF|31.9482|-4.4007
ERI|iata|Erie|42.0819|-80.1761
ERL|iata|Erenhot|43.66|112.0
ERM|iata|Erechim|-27.6619|-52.2683
ERN|iata|Eirunepe|-6.6667|-69.9167
ERS|iata|Windhoek Eros Apt|-22.6075|17.0792
ERZ|iata|Erzurum|39.9561|41.1694
ESB|iata|Ankara Esenboga Apt|40.1281|32.995
ESC|iata|Escanaba|45.7227|-87.0937
ESD|iata|Eastsound|48.7082|-122.9105
ESE|iata|ENSENADA|31.7947|-116.6008
ESF|iata|ALEXANDRIA ESLER REGIONAL|31.3947|-92.2958
ESH|iata|SHOREHAM|50.8356|-0.2972
ESK|iata|ESKISEHIR|39.7822|30.5828
ESL|iata|Elista|46.3733|44.3317
ESM|iata|Esmeraldas|0.9786|-79.6267
ESR|iata|EL SALVADOR/RICARDO GARCIA P.|-26.3133|-69.7658
ESS|iata|Essendon|-37.7281|144.9019
ESU|iata|Essaouira|31.3972|-9.6819
ETH|iata|Eilat|29.5594|34.9592
ETR|iata|Santa Rosa|3.433|-79.983
ETZ|iata|Metz/Nancy Lorraine|48.9783|6.2467
EUA|iata|Eua|-21.3783|-174.9575
EUG|iata|Eugene|44.1245|-123.212
EUN|iata|Laayoune|27.1517|-13.2192
EUX|iata|St Eustatius|17.4924|-62.975
EVE|iata|Harstad-Narvik|68.4889|16.6783
EVG|iata|Sveg|62.0478|14.4242
EVN|iata|Yerevan|40.1473|44.3959
EVV|iata|Evansville|38.037|-87.5324
EVX|iata|EVREUX/FAUVILLE|49.0286|1.22
EWB|iata|New Bedford|41.6825|-70.9617
EWD|iata|Wildman Lake|56.45|-159.76
EWN|iata|New Bern|35.0731|-77.0431
EWR|iata|New York Newark Liberty International Apt|40.6925|-74.1687
EXI|iata|Excursion Inlet|58.4205|-135.449
EXT|iata|Exeter|50.7344|-3.4139
EYK|iata|Beloyarsky|63.68|66.68
EYP|iata|El Yopal|5.3191|-72.3841
EYW|iata|Key West International Apt|24.5562|-81.7595
EZE|iata|Buenos Aires Ministro Pistarini|-34.8222|-58.5358
EZS|iata|Elazig|38.605|39.2939
EZV|iata|Berezovo|63.56|65.03
F47|local_or_unknown|APALACHICOLA / ST. GEORGE ISL|29.646|-84.9166
FAA|iata|FARANAH|10.006|-10.7599
FAB|iata|FARNBOROUGH|51.2758|-0.7764
FAC|iata|Faaite|-16.6867|-145.3328
FAE|iata|Faroe Islands|62.0636|-7.2772
FAH|iata|Farah|32.3656|62.1651
FAI|iata|Fairbanks International Apt|64.8137|-147.8597
FAK|iata|FAKARAVA|-16.05|-145.65
FAN|iata|FARSUND/LISTA|58.1003|6.625
FAO|iata|Faro|37.0144|-7.9659
FAR|iata|Fargo|46.9207|-96.8158
FAT|iata|Fresno Yosemite International Airport|36.7762|-119.7181
FAV|iata|Fakarava|-16.0542|-145.657
FAY|iata|Fayetteville Municipal Apt|34.9911|-78.8803
FBA|iata|Fonte Boa|-2.5315|-66.0714
FBD|iata|FAIZABAD|37.1219|70.5186
FBE|iata|Francisco Beltrao|-26.0589|-53.0633
FBK|iata|FAIRBANKS/FORT WAINWRIGHT AAF|64.8365|-147.6168
FBM|iata|Lubumbashi|-11.5913|27.5309
FBS|iata|Friday Harbor SPB|48.5436|-123.0061
FCA|iata|Kalispell|48.3105|-114.256
FCN|iata|NORDHOLZ|53.7683|8.6642
FCO|iata|Rome Fiumicino Apt|41.8003|12.2389
FCS|iata|BUTTS ARMY AFLD FT CARSON|38.6784|-104.7566
FDE|iata|Forde|61.3911|5.7569
FDF|iata|Fort de France|14.5922|-60.9964
FDH|iata|Friedrichshafen|47.6713|9.5115
FDK|iata|FREDERICK MUNI|39.4178|-77.3744
FDY|iata|FINDLAY|41.012|-83.6686
FEC|iata|FEIRA DE SANTANA/J.D.CARNEIRO|-12.2025|-38.9061
FEG|iata|Fergana|40.3583|71.745
FEL|iata|FUERSTENFELDBRUCK|48.2057|11.267
FEN|iata|Fernando De Noronha|-3.85|-32.4167
FEP|iata|FREEPORT ALBERTUS|42.2462|-89.582
FEZ|iata|Fes|33.9272|-4.9792
FFD|iata|FAIRFORD (RAF)|51.6833|-1.7833
FGD|iata|FDERIK|22.6667|-12.7333
FGU|iata|Fangatau|-15.8231|-140.8833
FHU|iata|FORT HUACHUCA/SIERRA VISTA|31.5885|-110.3444
FHZ|iata|Fakahina|-15.9922|-140.1647
FIH|iata|Kinshasa N'Djili Intl Apt|-4.3856|15.4447
FJR|iata|Fujairah|25.1097|56.3306
FKB|iata|Karlsruhe/Baden-Baden Baden Airpark|48.7794|8.0805
FKI|iata|KISANGANI/BANGOKA|0.4817|25.338
FKJ|iata|FUKUI|36.1428|136.2239
FKL|iata|Franklin Chess Lamberton Apt|41.3778|-79.8603
FKQ|iata|Fak Fak|-2.9202|132.267
FKS|iata|Fukushima|37.2275|140.4281
FLA|iata|Florencia|1.5889|-75.5639
FLB|iata|FLORIANO/CANGAPARA|-6.8458|-43.0775
FLG|iata|Grand Canyon Pulliam Field Airport|35.1386|-111.6711
FLL|iata|Fort Lauderdale/Hollywood Intl Apt|26.0727|-80.1527
FLN|iata|Florianopolis|-27.6703|-48.5522
FLO|iata|Florence|34.1854|-79.7239
FLR|iata|Florence|43.8097|11.2039
FLS|iata|Flinders Island|-40.0903|147.9933
FLV|iata|FT LEAVENWORTH SHERMAN AAF|39.3683|-94.915
FLW|iata|Flores Island|39.458|-31.1321
FMA|iata|Formosa|-26.2128|-58.2281
FMH|iata|FALMOUTH/OTIS AFB|41.6583|-70.5217
FMI|iata|KALEMIE|-5.8755|29.2494
FMM|iata|Memmingen|47.9888|10.2395
FMN|iata|Farmington|36.742|-108.2298
FMO|iata|Muenster/Osnabrueck|52.1346|7.6848
FMY|iata|FT MYERS PAGE FLD|26.5867|-81.8633
FNA|iata|Freetown Lungi International Apt|8.6165|-13.1956
FNB|iata|NEUBRANDENBURG|53.6037|13.3101
FNC|iata|Funchal|32.6942|-16.7781
FNE|iata|Fane|-8.55|147.083
FNI|iata|Nimes|43.7575|4.4164
FNJ|iata|Pyongyang|39.2436|125.6758
FNL|iata|Fort Collins/Loveland|40.4518|-105.0113
FNT|iata|Flint|42.9654|-83.7436
FOA|iata|FLORA MUNI|38.6649|-88.453
FOC|iata|Fuzhou|25.9333|119.6617
FOD|iata|Fort Dodge|42.5512|-94.1918
FOE|iata|TOPEKA FORBES|38.9509|-95.6636
FOG|iata|Foggia|41.4339|15.5358
FOM|iata|FOUMBAN|5.6444|10.7564
FON|iata|Fortuna|10.4744|-84.5817
FOR|iata|Fortaleza|-3.7761|-38.5325
FOS|iata|FORREST|-30.8394|128.1136
FPM|iata|MELUN/VILLAROCHE|48.6053|2.6708
FPO|iata|Freeport|26.5587|-78.6956
FPR|iata|FT PIERCE ST LUCIE CO INTL|27.495|-80.3683
FRA|iata|Frankfurt International Apt|50.0333|8.5705
FRB|iata|FORBES|-33.3633|147.935
FRC|iata|FRANCA|-20.5897|-47.3819
FRD|iata|Friday Harbor|48.522|-123.0244
FRE|iata|Fera Island|-8.1075|159.5772
FRG|iata|FARMINGDALE/REPUBLIC|40.7288|-73.4134
FRL|iata|FORLI|44.1964|12.0706
FRO|iata|Floro|61.5836|5.0247
FRS|iata|Flores|16.9233|-89.87
FRU|iata|Bishkek|43.0617|74.4783
FRW|iata|Francistown|-21.1608|27.4821
FRZ|iata|FRITZLAR|51.1145|9.2858
FSC|iata|Figari|41.5022|9.0967
FSD|iata|Sioux Falls|43.582|-96.7419
FSK|iata|FORT SCOTT MUNI|37.7984|-94.7694
FSM|iata|Fort Smith|35.3366|-94.3674
FSP|iata|St Pierre|46.7632|-56.1743
FSS|iata|KINLOSS|57.65|-3.5517
FSZ|iata|Shizuoka|34.7961|138.1894
FTA|iata|Futuna Island|-19.5164|170.2319
FTE|iata|El Calafate|-50.2803|-72.0531
FTG|iata|FRONT RANGE DENVER|39.7852|-104.5431
FTK|iata|GODMAN AAF (FT. KNOX)|37.9071|-85.972
FTU|iata|Tolanaro|-25.0381|46.9561
FTW|iata|FORT WORTH/MEACHAM INTL|32.8198|-97.3624
FTY|iata|ATLANTA/FULTON COUNTY|33.7792|-84.5222
FUE|iata|Fuerteventura|28.4527|-13.8638
FUG|iata|Fuyang|32.8817|115.7339
FUJ|iata|Fukue|32.6664|128.8328
FUK|iata|Fukuoka|33.5844|130.4517
FUN|iata|Funafuti Atol|-8.525|179.195
FUO|iata|Foshan|23.0833|113.0708
FUT|iata|Futuna|-14.3114|-178.0661
FVM|iata|Fuvahmulak|-0.309|73.432
FWA|iata|Fort Wayne Baer Field|40.9785|-85.1951
FWC|iata|FAIRFIELD MUNI|38.3786|-88.4128
FWH|iata|CARSWELL AFB|32.7683|-97.4417
FXE|iata|FORT LAUDERDALE EXECUTIVE|26.1973|-80.1707
FYT|iata|FAYA LARGEAU|17.9161|19.1089
FYU|iata|Fort Yukon|66.5715|-145.2504
FYV|iata|FAYETTEVILLE DRAKE FLD|36.0053|-94.17
FZO|iata|BRISTOL/FILTON|51.5194|-2.5908
GAD|iata|NE ALABAMA RGNL AIRPORT|33.9726|-86.089
GAE|iata|GABES|33.8833|10.1167
GAF|iata|GAFSA/KSAR|34.4156|8.8136
GAH|iata|GAYNDAH|-25.6153|151.6228
GAJ|iata|Yamagata|38.4119|140.3711
GAL|iata|Galena|64.7362|-156.9373
GAM|iata|Gambell|63.7668|-171.7328
GAN|iata|Gan Island|-0.6933|73.1556
GAO|iata|Guantanamo Los Canos Apt|20.0853|-75.1583
GAQ|iata|GAO|16.2483|0.0058
GAU|iata|Guwahati|26.1044|91.5886
GAX|iata|Gamba|-2.767|9.983
GAY|iata|GAYA|24.7481|84.9425
GBB|iata|Gabala|40.8088|47.7252
GBD|iata|Great Bend|38.3443|-98.8592
GBE|iata|Gaborone|-24.5558|25.9189
GBJ|iata|MARIE GALANTE|15.8686|-61.2722
GBT|iata|Gorgan|36.9094|54.4014
GCC|iata|Gillette|44.3489|-105.5394
GCI|iata|Guernsey|49.435|-2.602
GCJ|iata|GRAND CENTRAL|-25.9871|28.1405
GCK|iata|Garden City|37.9275|-100.7243
GCM|iata|Grand Cayman Island|19.2924|-81.3592
GCN|iata|Grand Canyon National Park Apt|35.9523|-112.147
GCO|iata|CONCEPCION/CARMELO PERALTA|-23.44|-57.4267
GCW|iata|Grand Canyon West|35.9903|-113.8164
GDE|iata|Gode|5.9351|43.5786
GDG|iata|MAGDAGACHI|53.4667|125.8133
GDL|iata|Guadalajara|20.5214|-103.3108
GDN|iata|Gdansk|54.3776|18.4662
GDO|iata|GUASDUALITO|7.2333|-70.8
GDQ|iata|Gonder|12.5199|37.434
GDT|iata|Grand Turk|21.4445|-71.1423
GDV|iata|Glendive|47.1386|-104.8072
GDX|iata|Magadan|59.91|150.7183
GDZ|iata|Gelendzhik|44.5703|38.0122
GEA|iata|Noumea Magenta Apt|-22.2631|166.4681
GEC|iata|GECITKALE|35.2333|33.7328
GEG|iata|Spokane International Apt|47.6198|-117.5337
GEL|iata|Santo Angelo|-28.2817|-54.1683
GEO|iata|Georgetown|6.4989|-58.2544
GER|iata|Nueva Gerona|21.8383|-82.7792
GES|iata|General Santos|6.1075|125.2328
GET|iata|Geraldton|-28.7975|114.7061
GEV|iata|Gallivare|67.1331|20.8122
GEY|iata|SOUTH BIG HORN CO.|44.5168|-108.0828
GFA|iata|GREAT FALLS/MALMSTROM AFHP|47.5046|-111.1873
GFF|iata|Griffith|-34.2517|146.0667
GFK|iata|Grand Forks|47.9493|-97.1761
GFL|iata|GLENS FALLS FLOYD BENNETT MEML|43.3411|-73.6103
GFN|iata|Grafton|-29.7633|153.0286
GFY|iata|GROOTFONTEIN|-19.6|18.1333
GGG|iata|Longview|32.384|-94.7115
GGM|iata|Kakamega|0.2664|34.7833
GGS|iata|GOBERNADOR GREGORES|-48.7836|-70.1608
GGT|iata|George Town|23.5626|-75.878
GGW|iata|Glasgow|48.2125|-106.6147
GHA|iata|Ghardaia|32.3817|3.7994
GHB|iata|Governors Harbour|25.2847|-76.331
GHC|iata|Bullock Harbour|25.7383|-77.8401
GHE|iata|Garachine|8.067|-78.367
GHF|iata|GIEBELSTADT AAF|49.6483|9.9667
GHT|iata|Ghat|25.1369|10.145
GHU|iata|GUALEGUAYCHU|-33.0108|-58.6125
GIB|iata|Gibraltar|36.15|-5.35
GIC|iata|Boigu Island|-9.2333|142.2183
GIG|iata|Rio de Janeiro International Apt|-22.81|-43.2506
GII|iata|SIGUIR|11.4011|-9.1868
GIL|iata|Gilgit|35.9244|74.3403
GIR|iata|GIRARDOT / SANTIAGO VILA|4.2761|-74.7958
GIS|iata|Gisborne|-38.6633|177.9783
GIZ|iata|Jazan|16.9011|42.5858
GJA|iata|Guanaja|16.4454|-85.9066
GJL|iata|Jijel|36.7944|5.8736
GJM|iata|GUAJARA-MIRIM|-10.7881|-65.2811
GJT|iata|Grand Junction|39.1224|-108.5267
GKA|iata|Goroka|-6.0844|145.3966
GKE|iata|GEILENKIRCHEN|50.9608|6.0425
GKK|iata|Kooddoo Atoll|0.7308|73.4331
GKN|iata|GULKANA|62.1549|-145.4566
GLA|iata|Glasgow International Airport|55.8719|-4.4331
GLD|iata|GOODLAND RENNER FLD (GOD.MUNI)|39.3706|-101.6989
GLE|iata|GAINESVILLE MUNI|33.6514|-97.1969
GLF|iata|Golfito|8.6538|-83.1805
GLH|iata|Greenville|33.4828|-90.9856
GLI|iata|GLEN INNES|-29.6767|151.6917
GLK|iata|Galcaio|6.7808|47.4547
GLN|iata|Guelmime|29.0267|-10.0503
GLO|iata|Gloucester/Cheltenham|51.8942|-2.1672
GLS|iata|GALVESTON INTL-SCHOLES FLD|29.2653|-94.8604
GLT|iata|Gladstone|-23.8714|151.2217
GLV|iata|Golovin|64.5505|-163.0072
GLZ|iata|BREDA/GILZE-RIJEN|51.5681|4.9331
GMA|iata|GEMENA|3.2667|19.7667
GMB|iata|Gambela|8.1173|34.5634
GME|iata|Gomel|52.5272|31.0183
GMI|iata|Gasmata Island|-6.2711|150.3306
GML|iata|KYIV/ANTONOV-GOSTOMEL|50.5983|30.1967
GMN|iata|GREYMOUTH|-42.4617|171.19
GMO|iata|Gombe|10.2894|11.1717
GMP|iata|Seoul Gimpo International Airport|37.5569|126.7975
GMR|iata|Totegegie|-23.0833|-134.8833
GMU|iata|GREENVILLE DOWNTOWN|34.8481|-82.35
GMZ|iata|San Sebastian/Gomera|28.0296|-17.2146
GNA|iata|Grodno|53.6017|24.055
GNB|iata|GRENOBLE ST GEOIRS|45.3631|5.3328
GND|iata|Grenada|12.0039|-61.7861
GNE|iata|GHANZI|-21.7|21.6667
GNI|iata|LYUDAO|22.6744|121.4583
GNM|iata|GUANAMBI|-14.2064|-42.7506
GNR|iata|GENERAL ROCA/FUERTE GRAL ROCA|-38.9833|-67.6
GNS|iata|Gunungsitoli|1.1664|97.7047
GNT|iata|GRANTS-MILAN MUNI|35.1653|-107.9006
GNU|iata|Goodnews Bay|59.1174|-161.5774
GNV|iata|Gainesville|29.69|-82.2719
GNY|iata|Sanliurfa|37.0919|38.8462
GOA|iata|Genoa|44.4131|8.8378
GOH|iata|Nuuk|64.1909|-51.6781
GOI|iata|Goa|15.3797|73.8278
GOJ|iata|Nizhny Novgorod|56.23|43.7833
GOM|iata|GOMA|-1.6709|29.2384
GON|iata|GROTON/NEW LONDON|41.33|-72.0451
GOO|iata|GOONDIWINDI|-28.5217|150.32
GOP|iata|Gorakhpur|26.7397|83.4497
GOQ|iata|Golmud|34.6333|98.8667
GOT|iata|Goteborg Landvetter Apt|57.66|12.2911
GOU|iata|Garoua|9.3367|13.3811
GOV|iata|Nhulunbuy|-12.27|136.8183
GOY|iata|GOYA|-29.1|-59.25
GOZ|iata|GORNA/ORYAHOVITSA|43.1517|25.7117
GPA|iata|Patrai|38.15|21.4167
GPB|iata|GUARAPUAVA|-25.3881|-51.5244
GPI|iata|Guapi|2.5701|-77.8986
GPO|iata|GENERAL PICO|-35.6875|-63.7417
GPS|iata|Baltra Island|-0.4539|-90.2658
GPT|iata|Gulfport/Biloxi|30.4073|-89.0701
GPZ|iata|Grand Rapids|47.2111|-93.5098
GRB|iata|Green Bay|44.4851|-88.1296
GRF|iata|GRAY AAF AIRPORT FT LEWIS|47.0792|-122.5807
GRI|iata|Grand Island|40.9675|-98.3096
GRJ|iata|George|-34.0111|22.3806
GRK|iata|Killeen Gray AAF|31.0672|-97.8289
GRO|iata|Girona|41.901|2.7605
GRP|iata|GURUPI|-11.7433|-49.125
GRQ|iata|Groningen|53.125|6.5833
GRR|iata|Grand Rapids|42.8808|-85.5228
GRS|iata|GROSSETO|42.7597|11.0719
GRU|iata|Sao Paulo Guarulhos Intl Apt|-23.4356|-46.4731
GRV|iata|Grozny|43.333|45.7
GRW|iata|Graciosa Island|39.0922|-28.0298
GRX|iata|Granada|37.1887|-3.7774
GRY|iata|GRIMSEY|66.5547|-18.0175
GRZ|iata|Graz|46.9931|15.4392
GSB|iata|GOLDSBORO/SEYMOUR JOHNSON AFB|35.3393|-77.9607
GSE|iata|Goteborg City Apt|57.7756|11.8706
GSM|iata|Gheshm Island|26.7519|55.8972
GSO|iata|Greensboro/High Point|36.0977|-79.9373
GSP|iata|Greenville/Spartanburg Apt|34.8956|-82.2188
GSQ|iata|SHARK EL-OWINAT|22.5833|28.7161
GST|iata|Gustavus Apt|58.4243|-135.7073
GSU|iata|GEDAREF|14.1333|35.3167
GTA|iata|Gatokae|-8.75|158.2
GTB|iata|WHEELER SACK AAF|44.0556|-75.7195
GTE|iata|Groote Eylandt|-13.975|136.46
GTF|iata|Great Falls International Apt|47.482|-111.3707
GTH|iata|CAIRO WEST MIL|30.1167|30.9167
GTO|iata|Gorontalo|0.6383|122.8522
GTR|iata|Columbus Golden Triangle Regional Apt|33.4503|-88.5914
GTS|iata|The Granites|-26.95|133.6
GTZ|iata|Grumeti|-2.0169|34.221
GUA|iata|Guatemala City|14.5817|-90.5267
GUC|iata|Gunnison|38.5339|-106.933
GUH|iata|GUNNEDAH|-30.9611|150.2506
GUI|iata|GUIRIA ALMIRANTE/C. COLON|10.58|-62.3183
GUJ|iata|GUARATINGUETA|-22.7911|-45.2039
GUL|iata|GOULBURN|-34.8089|149.7278
GUM|iata|Guam Antonio B Won Pat International|13.4839|144.7972
GUP|iata|GALLUP MUNI|35.5111|-108.7893
GUQ|iata|GUANARE|9.0167|-69.7333
GUR|iata|Alotau|-10.3104|150.3341
GUT|iata|GUTERSLOH|51.9237|8.3075
GUW|iata|Atyrau|47.1219|51.8214
GUY|iata|GUYMON MUNI|36.6853|-101.5078
GUZ|iata|GUARAPARI|-20.65|-40.4917
GVA|iata|Geneva|46.2383|6.1094
GVE|iata|GORDONSVILLE MUNI|38.1567|-78.165
GVN|iata|Sovetskaya Gavan|48.58|140.18
GVR|iata|Governador Valadares|-18.8947|-41.9817
GVT|iata|GREENVILLE MAJORS|33.0678|-96.0653
GVX|iata|GAVLE|60.5933|16.9514
GWD|iata|Gwadar|25.2333|62.3295
GWE|iata|GWERU/THORNHILL|-19.4417|29.8583
GWL|iata|Gwalior|26.2933|78.2278
GWO|iata|GREENWOOD/LEFLORE|33.495|-90.085
GWT|iata|Westerland|54.9116|8.3424
GWY|iata|GALWAY|53.3002|-8.9412
GXF|iata|Sayun|15.9636|48.785
GXG|iata|NEGAGE|-7.7667|15.3
GXQ|iata|COYHAIQUE/TENIENTE VIDAL|-45.5928|-72.1019
GYA|iata|Guayaramerin|-10.8217|-65.3458
GYD|iata|Baku Heydar Aliyev International Apt|40.4675|50.0467
GYE|iata|Guayaquil|-2.1581|-79.8839
GYH|iata|DONALDSON CENTER AIRPORT|34.7583|-82.3764
GYI|iata|Gisenyi|-1.6772|29.2589
GYL|iata|ARGYLE|-16.6369|128.45
GYM|iata|GUAYMAS|27.9693|-110.9178
GYN|iata|Goiania|-16.6297|-49.2267
GYP|iata|GYMPIE|-26.2833|152.7
GYR|iata|PHOENIX GOODYEAR|33.4237|-112.3745
GYS|iata|Guangyuan|32.3911|105.7017
GYY|iata|Chicago Gary International Apt|41.6163|-87.4128
GZA|iata|GAZA INTL|31.2464|34.2761
GZO|iata|Gizo SB|-8.097|156.863
GZP|iata|Gazipasa|36.2992|32.3006
GZT|iata|Gaziantep|36.9489|37.4792
HAA|iata|Hasvik|70.4867|22.1397
HAC|iata|Hachijo Jima|33.115|139.7856
HAD|iata|Halmstad|56.6908|12.82
HAE|iata|Supai Village|36.1916|-113.0924
HAH|iata|Moroni Prince Said Ibrahim|-11.5365|43.2713
HAJ|iata|Hannover|52.4602|9.6835
HAK|iata|Haikou|19.9333|110.4567
HAM|iata|Hamburg Airport|53.6303|9.9883
HAN|iata|Hanoi|21.2217|105.8056
HAQ|iata|Hanimaadhoo|6.7464|73.1686
HAS|iata|Hail|27.4398|41.6863
HAU|iata|Haugesund|59.3432|5.2125
HAV|iata|Havana|22.9892|-82.4092
HAW|iata|HAVERFORDWEST|51.8331|-4.9611
HBA|iata|Hobart|-42.8367|147.51
HBE|iata|Alexandria Borg el Arab|30.9181|29.6958
HBR|iata|HOBART|34.9914|-99.0514
HBX|iata|Hubli|15.3617|75.0849
HCN|iata|Hengchun|22.0411|120.7302
HCQ|iata|HALLS CREEK|-18.2333|127.67
HCR|iata|Holy Cross|62.1883|-159.7749
HDB|iata|HEIDELBERG AAF|49.3933|8.6517
HDD|iata|HYDERABAD|25.3|68.3833
HDF|iata|Heringsdorf|53.8787|14.1523
HDG|iata|Handan|36.6|114.46
HDM|iata|HAMADAN|34.8694|48.5506
HDN|iata|Hayden|40.5203|-107.3047
HDO|iata|HONDO MUNI|29.3594|-99.1767
HDS|iata|Hoedspruit|-24.3546|31.0504
HDY|iata|Hat Yai|6.9328|100.395
HEA|iata|Herat|34.2161|62.2264
HEH|iata|Heho|20.7433|96.793
HEI|iata|Heide-B�sum|54.155|8.9033
HEK|iata|Heihe|50.25|127.3
HEL|iata|Helsinki-Vantaa|60.3172|24.9633
HEM|iata|HELSINKI/MALMI|60.2539|25.0442
HEN|iata|Helsinki Heliport|60.1478|24.9242
HER|iata|Irakleion|35.3397|25.1803
HET|iata|Hohhot|40.8517|111.825
HEW|iata|ATHENS/CENTRAL|37.8958|23.7278
HEZ|iata|HARDY-ANDERS FLD/NATCHEZ-ADAMS|31.6133|-91.2967
HFA|iata|HAIFA|32.8094|35.0431
HFD|iata|HARTFORD BRAINARD|41.7367|-72.6333
HFE|iata|Hefei|31.7833|117.3
HFN|iata|HOFN/HORNAFFJOROUR|64.2956|-15.2272
HFS|iata|HAGFORS|60.0211|13.5789
HFT|iata|Hammerfest|70.6797|23.6686
HGA|iata|Hargeisa|9.4878|44.0875
HGD|iata|Hughenden|-20.8164|144.2242
HGH|iata|Hangzhou|30.2283|120.4317
HGL|iata|HELGOLAND-DUENE|54.1853|7.9158
HGN|iata|Mae Hong Son|19.3017|97.975
HGR|iata|Hagerstown|39.7085|-77.7265
HGU|iata|Mount Hagen|-5.8333|144.3
HHA|iata|Changsha|28.1892|113.2196
HHE|iata|HACHINOHE|40.5522|141.4672
HHH|iata|Hilton Head Island|32.2244|-80.6975
HHN|iata|Frankfurt Hahn Airport|49.9487|7.2639
HHP|iata|H K Heliport|22.25|114.1833
HHQ|iata|Hua Hin|12.6303|99.9533
HHR|iata|NORTHROP/HAWTHORNE MUNICIPAL|33.9233|-118.335
HHZ|iata|Hikueru|-17.5447|-142.6144
HIA|iata|Huai'an|33.53|119.23
HIB|iata|Hibbing/Chisholm|47.3867|-92.8389
HID|iata|Horn Island|-10.5881|142.2889
HIF|iata|OGDEN/HILL AFB|41.1239|-111.973
HIJ|iata|Hiroshima International Apt|34.436|132.9194
HIK|iata|HICKAM|21.3187|-157.9224
HIL|iata|Shilabo|6.0775|44.7639
HIN|iata|Jinju|35.0914|128.0761
HIO|iata|PORTLAND/HILLSBORO|45.5404|-122.9498
HIR|iata|Honiara|-9.4183|160.0533
HIS|iata|Hayman Island|-20.06|148.8814
HIW|iata|HIROSHIMANISHI|34.3668|132.4139
HIX|iata|HIVA-HOA|-9.7722|-139.0147
HJJ|iata|Huaihua|27.11|109.04
HJR|iata|Khajuraho|24.8194|79.92
HKB|iata|Healy Lake|63.8676|-148.9688
HKD|iata|Hakodate|41.77|140.8219
HKG|iata|Hong Kong International Apt|22.3089|113.9146
HKK|iata|Hokitika|-42.7136|170.9853
HKN|iata|Hoskins|-5.4622|150.4049
HKT|iata|Phuket|8.1125|98.3093
HKY|iata|HICKORY REGIONAL|35.7411|-81.3894
HLA|iata|Johannesburg Lanseria International Apt|-25.9333|27.9222
HLC|iata|HILL CITY MUNI|39.3789|-99.8314
HLD|iata|Hailar|49.205|119.825
HLF|iata|HULTSFRED-VIMMERBY|57.5258|15.8233
HLG|iata|WHEELING OHIO CO|40.175|-80.6464
HLH|iata|Ulanhot|46.083|122.017
HLN|iata|Helena|46.6067|-111.9827
HLP|iata|JAKARTA HALIM INTL|-6.2675|106.8864
HLT|iata|Hamilton|-37.645|142.0583
HLU|iata|HOUAILOU-NESSON|-21.2564|165.6175
HLZ|iata|Hamilton|-37.8664|175.3353
HMA|iata|Khanty-Mansiysk|61.0283|69.0867
HMB|iata|Sohag|22.5806|28.7207
